filename,framenumber,x0,y0,x1,y1,labels,velocity,kmeans,hdbscan
錄製_2019_11_24_16_10_26_600.mp4,36646,723,291,744,300,10,17.43834175,3,0
錄製_2019_11_20_10_13_54_900.mp4,43932,317,943,338,965,6,20.03907225,3,-1
錄製_2019_11_28_09_42_38_725.mp4,40504,85,1096,91,1113,0,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,44530,609,1477,615,1501,10,33.91451235,3,-1
錄製_2019_11_28_09_42_38_725.mp4,43696,575,677,583,686,6,15.21890005,1,-1
錄製_2019_11_29_16_14_59_189.mp4,26732,864,922,872,931,10,30.83650018,3,-1
錄製_2019_11_20_10_13_54_900.mp4,42828,739,1620,745,1628,10,6.7822934770000005,5,5
錄製_2019_11_29_16_14_59_189.mp4,29676,631,1617,646,1640,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,47128,42,472,47,480,10,2.103160534,4,54
錄製_2019_11_24_16_10_26_600.mp4,37086,724,208,741,216,10,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,36026,319,1781,346,1789,10,9.130492262,1,3
錄製_2019_11_24_16_10_26_600.mp4,33412,640,1589,650,1597,0,8.495238275,1,2
錄製_2019_11_29_16_14_59_189.mp4,29308,723,787,742,820,10,27.16307369,3,-1
錄製_2019_11_23_16_16_02_506.mp4,25503,398,976,413,989,0,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,20403,374,875,394,881,0,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,35018,400,1941,413,1964,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,30872,293,1923,304,1931,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,34226,511,1848,530,1868,10,4.233773759,5,-1
錄製_2019_11_29_16_14_59_189.mp4,27031,888,1253,898,1270,10,21.70892013,3,-1
錄製_2019_11_20_10_13_54_900.mp4,45289,670,1552,684,1572,10,5.49875168,5,6
錄製_2019_11_23_16_16_02_506.mp4,24103,474,893,485,908,0,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,32503,528,1251,538,1259,0,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,39112,592,965,598,977,10,18.76044813,3,0
錄製_2019_11_28_07_43_03_380.mp4,48158,472,828,490,840,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,31322,794,924,813,963,6,10.64320946,1,4
錄製_2019_11_29_16_14_59_189.mp4,23788,766,1407,774,1419,10,23.14301577,3,-1
錄製_2019_11_29_16_14_59_189.mp4,26134,836,1188,845,1211,10,22.37298014,3,-1
錄製_2019_11_20_10_13_54_900.mp4,44921,876,1747,882,1759,10,5.644072976,5,8
錄製_2019_11_23_16_16_02_506.mp4,27428,713,1416,733,1421,6,6.882067473999999,5,5
錄製_2019_11_20_10_13_54_900.mp4,42782,649,1703,654,1719,10,19.25203863,3,-1
錄製_2019_11_28_09_42_38_725.mp4,39856,128,760,134,775,6,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,44162,456,772,465,780,10,26.63373079,3,-1
錄製_2019_11_28_09_42_38_725.mp4,40648,482,1313,486,1325,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,26778,482,1613,489,1619,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,33280,760,1349,772,1355,0,13.03957683,1,-1
錄製_2019_11_29_16_14_59_189.mp4,27560,545,1215,559,1237,10,5.586313261,5,6
錄製_2019_11_23_16_16_02_506.mp4,24753,140,712,146,726,0,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,42828,680,1879,685,1888,10,19.07956824,3,-1
錄製_2019_11_29_16_14_59_189.mp4,25651,504,1393,515,1407,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,27846,229,1062,253,1086,10,6.350082966,5,7
錄製_2019_11_24_16_10_26_600.mp4,33676,690,1137,714,1160,0,11.64692066,1,-1
錄製_2019_11_24_16_10_26_600.mp4,32158,91,1859,105,1872,10,0.09414984800000001,2,917
錄製_2019_11_29_16_14_59_189.mp4,27123,682,1217,698,1251,10,8.815659082,1,2
錄製_2019_11_24_16_10_26_600.mp4,30046,710,1157,715,1168,10,17.84797032,3,0
錄製_2019_11_23_16_16_02_506.mp4,28653,179,1423,186,1429,0,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,36778,727,1534,737,1541,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,23788,242,1217,253,1231,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,35392,447,1845,454,1854,10,15.76070363,1,-1
錄製_2019_11_28_09_42_38_725.mp4,38488,773,1409,785,1422,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,35656,703,1358,722,1371,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,26755,298,1850,318,1880,10,16.56802982,1,0
錄製_2019_11_20_10_13_54_900.mp4,44369,257,448,264,458,5,12.17510197,1,1
錄製_2019_11_29_16_14_59_189.mp4,32114,420,1181,432,1200,10,29.36755183,3,-1
錄製_2019_11_29_16_14_59_189.mp4,27652,185,969,199,998,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,46048,440,1193,444,1205,0,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,50200,643,661,650,665,5,30.17987282,3,-1
錄製_2019_11_20_10_13_54_900.mp4,45105,340,1276,350,1282,10,24.41188818,3,-1
錄製_2019_11_28_09_42_38_725.mp4,43720,540,809,554,824,6,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,45289,554,1405,567,1424,10,23.23181118,3,-1
錄製_2019_11_29_16_14_59_189.mp4,27767,509,1501,525,1560,10,19.53001478,3,-1
錄製_2019_11_20_10_13_54_900.mp4,43173,889,1582,899,1605,10,13.72468392,1,-1
錄製_2019_11_24_16_10_26_600.mp4,29034,743,953,755,960,6,7.474515345,1,2
錄製_2019_11_20_10_13_54_900.mp4,43978,855,888,865,896,10,5.907308996,5,9
錄製_2019_11_28_09_42_38_725.mp4,39424,401,372,406,382,10,18.15292951,3,0
錄製_2019_11_20_10_13_54_900.mp4,43955,16,431,23,449,10,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,43012,562,964,568,973,5,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,34446,690,1390,707,1401,0,3.905442098,5,26
錄製_2019_11_24_16_10_26_600.mp4,33676,450,1766,464,1780,10,4.565100642,5,16
錄製_2019_11_29_16_14_59_189.mp4,30481,390,1677,397,1685,10,19.90569283,3,-1
錄製_2019_11_29_16_14_59_189.mp4,33609,121,1122,140,1135,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,30343,242,669,257,723,10,7.1626146539999995,1,-1
錄製_2019_11_28_09_42_38_725.mp4,43120,341,438,348,446,6,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,26528,376,1360,393,1369,6,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,35128,719,1441,728,1449,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,25444,59,1604,76,1648,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,34160,776,1648,790,1662,10,4.097257983,5,12
錄製_2019_11_20_10_13_54_900.mp4,43518,761,1669,771,1693,10,14.85318546,1,-1
錄製_2019_11_23_16_16_02_506.mp4,32678,82,1384,93,1393,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,34506,739,948,753,960,10,21.08767459,3,-1
錄製_2019_11_23_16_16_02_506.mp4,31453,846,1328,856,1333,6,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,28678,864,1488,870,1493,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,34437,624,1241,646,1257,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,29012,625,920,632,934,10,16.60035558,1,0
錄製_2019_11_20_10_13_54_900.mp4,45519,562,964,572,973,10,4.7468319569999995,5,-1
錄製_2019_11_23_16_16_02_506.mp4,33728,634,1537,649,1545,10,25.08456888,3,-1
錄製_2019_11_24_16_10_26_600.mp4,34864,726,1016,753,1033,10,18.71100213,3,0
錄製_2019_11_28_09_42_38_725.mp4,50152,519,1619,525,1632,5,26.65279342,3,-1
錄製_2019_11_29_16_14_59_189.mp4,28227,887,1419,894,1433,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,33540,183,1020,201,1036,10,30.19629836,3,-1
錄製_2019_11_20_10_13_54_900.mp4,44507,16,1045,26,1063,5,2.672288649,5,37
錄製_2019_11_24_16_10_26_600.mp4,31410,344,574,359,582,10,19.2474302,3,-1
錄製_2019_11_24_16_10_26_600.mp4,34226,621,1304,644,1329,0,9.249502872,1,3
錄製_2019_11_29_16_14_59_189.mp4,27192,573,1275,581,1295,10,25.91133478,3,-1
錄製_2019_11_29_16_14_59_189.mp4,34000,864,1702,877,1711,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,39640,145,520,150,534,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,23949,412,1001,422,1023,10,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,32228,262,1321,269,1331,0,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,36376,600,297,606,312,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,29814,497,1172,514,1191,10,20.68812154,3,-1
錄製_2019_11_29_16_14_59_189.mp4,28273,872,1589,879,1597,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,36250,677,999,688,1022,6,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,25145,133,635,142,647,10,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,44185,218,416,222,434,10,1.642021145,4,91
錄製_2019_11_29_16_14_59_189.mp4,34230,845,719,852,726,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,34226,450,1391,468,1412,10,6.225663397999999,5,9
錄製_2019_11_20_10_13_54_900.mp4,43932,278,429,286,440,10,25.10464089,3,-1
錄製_2019_11_23_16_16_02_506.mp4,32903,755,1021,763,1033,0,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,50272,337,982,344,995,10,5.126814193,5,14
錄製_2019_11_28_09_42_38_725.mp4,51712,766,1395,785,1406,6,40.54943011,3,-1
錄製_2019_11_20_10_13_54_900.mp4,43955,58,322,64,336,10,38.52746977,3,-1
錄製_2019_11_28_09_42_38_725.mp4,41992,455,883,462,896,0,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,45565,883,1857,894,1892,10,21.00037254,3,-1
錄製_2019_11_29_16_14_59_189.mp4,27031,620,1563,633,1585,10,21.10937301,3,-1
錄製_2019_11_20_10_13_54_900.mp4,44208,370,667,387,688,10,7.089756542000001,1,5
錄製_2019_11_28_09_42_38_725.mp4,43144,622,933,626,942,10,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,29578,77,1352,82,1361,0,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,28726,609,1512,620,1517,10,22.99184972,3,-1
錄製_2019_11_24_16_10_26_600.mp4,34776,784,1104,803,1120,10,3.553353371,5,27
錄製_2019_11_28_09_42_38_725.mp4,43216,255,190,272,208,10,31.04728862,3,-1
錄製_2019_11_23_16_16_02_506.mp4,33503,678,889,683,902,0,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,27653,161,1331,172,1347,0,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,50752,482,1665,488,1677,10,19.61131406,3,-1
錄製_2019_11_29_16_14_59_189.mp4,29446,153,1627,172,1651,10,50.20984716,3,-1
錄製_2019_11_29_16_14_59_189.mp4,34046,516,1334,524,1340,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,43312,409,686,416,691,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,26065,657,1323,664,1331,10,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,44369,168,524,174,535,5,4.61056159,5,15
錄製_2019_11_28_09_42_38_725.mp4,38992,224,334,235,361,10,14.41716031,1,-1
錄製_2019_11_23_16_16_02_506.mp4,26928,426,1424,436,1435,0,7.267071174,1,-1
錄製_2019_11_24_16_10_26_600.mp4,28836,652,707,673,714,10,2.4135499069999997,4,38
錄製_2019_11_28_09_42_38_725.mp4,41296,871,614,880,623,10,25.00490146,3,-1
錄製_2019_11_29_16_14_59_189.mp4,31493,675,1305,694,1357,10,21.35499929,3,-1
錄製_2019_11_20_10_13_54_900.mp4,43265,304,1452,310,1461,10,9.294445932999999,1,3
錄製_2019_11_29_16_14_59_189.mp4,25973,298,821,314,862,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,33346,221,1973,241,1989,10,17.09143204,3,0
錄製_2019_11_24_16_10_26_600.mp4,35414,686,1758,697,1773,10,25.39384242,3,-1
錄製_2019_11_20_10_13_54_900.mp4,43794,112,188,117,199,10,10.40420329,1,4
錄製_2019_11_29_16_14_59_189.mp4,34667,281,895,298,903,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,34358,761,1297,767,1310,10,18.42646696,3,0
錄製_2019_11_24_16_10_26_600.mp4,32070,59,1928,70,1934,10,27.77558141,3,-1
錄製_2019_11_28_09_42_38_725.mp4,44392,511,565,518,581,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,24340,698,1329,711,1351,10,31.89967788,3,-1
錄製_2019_11_28_09_42_38_725.mp4,40360,314,452,322,462,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,43696,722,1091,728,1096,6,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,34138,559,1502,569,1515,10,11.55538132,1,-1
錄製_2019_11_28_09_42_38_725.mp4,39736,53,333,63,352,0,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,36926,779,359,785,373,0,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,32778,638,1032,645,1038,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,34667,137,1055,151,1062,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,36778,809,1891,820,1902,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,50680,701,1504,708,1516,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,44224,392,540,396,550,10,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,25878,363,1206,371,1214,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,25260,174,1827,185,1843,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,24501,743,43,750,55,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,26640,757,1433,766,1447,10,12.29862874,1,1
錄製_2019_11_29_16_14_59_189.mp4,32965,42,1201,62,1209,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,40456,626,1101,633,1112,10,21.35361669,3,-1
錄製_2019_11_20_10_13_54_900.mp4,44484,633,1170,637,1181,10,10.24023614,1,4
錄製_2019_11_29_16_14_59_189.mp4,28894,390,977,401,996,10,1.627406944,4,78
錄製_2019_11_20_10_13_54_900.mp4,45496,79,983,91,989,10,17.03364421,3,0
錄製_2019_11_29_16_14_59_189.mp4,33770,258,1169,273,1180,10,22.98189166,3,-1
錄製_2019_11_20_10_13_54_900.mp4,43886,40,0,47,15,10,22.65091707,3,-1
錄製_2019_11_29_16_14_59_189.mp4,27583,614,1495,629,1527,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,33057,849,640,869,653,10,7.683491417999999,1,2
錄製_2019_11_28_09_42_38_725.mp4,41296,335,749,340,762,0,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,27203,237,1573,248,1589,0,21.02114156,3,-1
錄製_2019_11_29_16_14_59_189.mp4,27031,212,735,222,766,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,51808,601,1294,608,1304,5,7.4686451510000005,1,2
錄製_2019_11_24_16_10_26_600.mp4,34160,854,1478,866,1488,0,12.9055491,1,-1
錄製_2019_11_20_10_13_54_900.mp4,44116,867,768,873,778,10,12.79883316,1,1
錄製_2019_11_29_16_14_59_189.mp4,28480,781,1702,788,1720,10,26.22403157,3,-1
錄製_2019_11_28_09_42_38_725.mp4,43912,533,824,539,830,10,0.0,2,1097
錄製_2019_11_20_10_13_54_900.mp4,43932,517,704,528,716,10,5.074298583,5,13
錄製_2019_11_28_09_42_38_725.mp4,50368,538,102,547,107,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,64357,462,171,471,177,10,10.85724321,1,-1
錄製_2019_11_24_16_10_26_600.mp4,35282,433,1168,439,1184,6,12.86677678,1,-1
錄製_2019_11_20_10_13_54_900.mp4,43357,543,1648,552,1675,10,6.808511534,5,5
錄製_2019_11_29_16_14_59_189.mp4,30389,316,1157,328,1194,10,0.379693844,2,419
錄製_2019_11_29_16_14_59_189.mp4,31033,514,1238,535,1275,10,9.635868677000001,1,3
錄製_2019_11_20_10_13_54_900.mp4,42966,403,1530,413,1556,10,10.45413051,1,4
錄製_2019_11_20_10_13_54_900.mp4,42759,456,1440,462,1449,10,7.394526247000001,1,-1
錄製_2019_11_28_09_42_38_725.mp4,39688,379,71,392,98,10,26.11272667,3,-1
錄製_2019_11_24_16_10_26_600.mp4,32202,34,1814,47,1822,10,15.75173479,1,-1
錄製_2019_11_24_16_10_26_600.mp4,36734,797,493,817,505,10,7.499697277999999,1,2
錄製_2019_11_28_09_42_38_725.mp4,38464,508,677,512,686,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,33034,124,1105,142,1117,10,18.92479084,3,-1
錄製_2019_11_29_16_14_59_189.mp4,31654,751,1141,768,1161,10,27.66895654,3,-1
錄製_2019_11_29_16_14_59_189.mp4,30849,459,1185,477,1205,10,18.10562085,3,0
錄製_2019_11_24_16_10_26_600.mp4,36690,112,1541,132,1555,10,7.443666447000001,1,2
錄製_2019_11_28_09_42_38_725.mp4,50560,150,854,193,880,10,13.26258026,1,-1
錄製_2019_11_29_16_14_59_189.mp4,33678,209,1040,226,1052,10,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,23228,586,1297,599,1314,0,31.79093844,3,-1
錄製_2019_11_29_16_14_59_189.mp4,25145,477,1484,490,1517,10,0.0,2,1097
錄製_2019_11_23_16_16_02_506.mp4,32453,36,1209,46,1217,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,31861,614,1583,621,1592,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,33747,511,948,523,966,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,51688,672,1494,688,1513,5,6.604409232999999,5,7
錄製_2019_11_20_10_13_54_900.mp4,45243,858,1533,866,1544,10,11.70909533,1,-1
錄製_2019_11_24_16_10_26_600.mp4,27582,71,335,79,362,10,15.93391097,1,-1
錄製_2019_11_23_16_16_02_506.mp4,27428,467,1449,476,1466,0,16.02206286,1,-1
錄製_2019_11_24_16_10_26_600.mp4,29012,376,944,385,955,0,3.543154598,5,27
錄製_2019_11_28_09_42_38_725.mp4,41128,561,461,566,467,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,25973,38,1089,53,1117,10,0.0,2,1097
錄製_2019_11_28_09_42_38_725.mp4,51616,652,1481,677,1494,5,16.44082263,1,0
錄製_2019_11_28_09_42_38_725.mp4,42688,80,286,85,294,10,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,32137,530,971,540,997,10,26.5345555,3,-1
錄製_2019_11_28_09_42_38_725.mp4,51544,516,1512,529,1523,5,24.84250757,3,-1
錄製_2019_11_28_09_42_38_725.mp4,38896,612,983,618,995,10,2.7921220630000003,5,25
錄製_2019_11_24_16_10_26_600.mp4,35062,765,1026,788,1040,10,5.206385962,5,14
錄製_2019_11_29_16_14_59_189.mp4,29561,531,1544,556,1559,10,16.77907974,1,0
錄製_2019_11_24_16_10_26_600.mp4,33676,602,1395,622,1408,0,0.0,2,1097
錄製_2019_11_29_16_14_59_189.mp4,33287,513,1367,530,1380,10,0.0,2,1097
錄製_2019_11_24_16_10_26_600.mp4,33720,396,1809,408,1821,10,9.959350201,1,4
錄製_2019_11_20_10_13_54_900.mp4,44277,240,631,253,648,10,8.025982433,1,2
錄製_2019_11_24_16_10_26_600.mp4,28814,369,1626,381,1637,10,7.643803111,1,2
錄製_2019_11_24_16_10_26_600.mp4,33698,622,1659,640,1676,0,3.622253989,5,24
錄製_2019_11_23_16_16_02_506.mp4,22278,501,1014,512,1024,0,0.0,2,1097
